"Molecule ChEMBL ID","Molecule Name","Molecular Weight","AlogP","Smiles","hERG_IC50_nM","Assay Type","Target Name","Document Year"
"CHEMBL597737",,"338.39","3.31","Fc1ccccc1-c1ccc2oc(N3CCN4CCC3CC4)nc2n1",2800,"B","HERG",2010
"CHEMBL403181",,"512.68","5.63","CCc1noc2cc3c(cc12)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3",1000,"B","HERG",2008
"CHEMBL257946",,"498.66","5.37","Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6onc(C)c6cc5CC4)n3C)cccc2n1",794.33,"B","HERG",2008
"CHEMBL555347",,"417.39","4.56","O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(c2nc(-c3ccccn3)no2)CC1",8000,"B","HERG",2009
"CHEMBL241330",,"450.99","3.54","CCOc1cc(CN2CCC(NC(=O)c3cccc(S(C)(=O)=O)c3)CC2)ccc1Cl",1300,"B","HERG",2007
"CHEMBL253868",,"452.51","5.01","Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1",3000,"B","HERG",2008
"CHEMBL1095158",,"541.87","7.44","Cc1c[nH]nc1C(=O)N[C@@H]1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21",5300,"B","HERG",2010
"CHEMBL1080787",,"315.24","3.45","CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1",20000,"B","HERG",2010
"CHEMBL273199",,"537.74","5.63","Cc1cc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2cn1",1995.26,"B","HERG",2008
"CHEMBL390429",,"489.65","5.04","COc1ccccc1-c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C",39.81,"B","HERG",2007
"CHEMBL1271816",,"460.07","3.64","Cc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cc(C(C)(C)C)n1.Cl",5900,"B","HERG",2010
"CHEMBL1271756",,"486.88","4.16","Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)C)n1.Cl",5400,"B","HERG",2010
"CHEMBL428777",,"477.95","4.86","C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C",14000,"B","HERG",2008
"CHEMBL410885",,"442.56","4.79","O=C(c1ccncn1)N1CCC2(CCN(Cc3cccc(Oc4ccccc4)c3)CC2)CC1",1412.54,"B","HERG",2008
"CHEMBL515001",,"396.47","3.95","Cc1ncc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)n1C(C)C",11000,"B","HERG",2008
"CHEMBL402853",,"578.75","5.77","Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc6oc(-c7cc(C)nn7C)nc6c5CC4)n3C)cccc2n1",794.33,"B","HERG",2008
"CHEMBL272588",,"491.54","4.03","Cc1ncoc1-c1nnc(SCCCN2CCc3nc4cc(C(F)(F)F)ccn4c3CC2)n1C",794.33,"B","HERG",2008
"CHEMBL406678",,"483.65","4.57","Cc1ccc2c(-c3nnc(SCCCN4CCc5nc6ccccn6c5CC4)n3C)cccc2n1",2511.89,"B","HERG",2008
"CHEMBL410234",,"368.44","2.74","Cc1cc(C)n(-c2cc(NC(=O)CCN(C)C)nc(-c3ccc(C)o3)n2)n1",650,"B","HERG",2008
"CHEMBL272637",,"437.55","2.67","Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@@H](CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1",1010,"B","HERG",2008
"CHEMBL487063",,"377.49","3.95","Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCCC2)cc1",7900,"B","HERG",2008
"CHEMBL1108","DROPERIDOL","379.44","3.68","O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1",32.36,"B","HERG",2008
"CHEMBL327980",,"401.53","2.9","Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1",22.91,"B","HERG",2008
"CHEMBL477015",,"467.59","3.14","CS(=O)(=O)Nc1ccc2c(c1)[C@H](O)CC1(CCN([C@@H]3CCc4cc(C#N)ccc4C3)CC1)O2",21.38,"B","HERG",2008
"CHEMBL60796","DESMETHEYLASTEMIZOLE","444.55","5.05","Oc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1",1,"B","HERG",2008
"CHEMBL258132",,"394.5","3.34","CN(C)C(=O)C(N)c1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1",6800,"B","HERG",2008
"CHEMBL1170953",,"369.44","3.71","O=C(c1ccc(Oc2ccc(F)cc2)cn1)N1CCCN(C2CCC2)CC1",8400,"B","HERG",2010
"CHEMBL240567",,"529.58","4.24","O=C(c1cc(F)cc(F)c1)N1CCN(c2ccc(OC3CCN(C4CCCC4)CC3)cc2)C(=O)C1.O=CO",7943.28,"B","HERG",2007
"CHEMBL239099",,"504.59","3.44","N#Cc1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1.O=CO",9332.54,"B","HERG",2007
"CHEMBL522964",,"483.56","3.28","C[C@@H]1CN(CC2(c3ccncc3)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1",440,"B","HERG",2009
"CHEMBL1094521",,"505.83","6.48","C[C@H](O)C(=O)NC1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21",120,"B","HERG",2010
"CHEMBL85","RISPERIDONE","410.49","3.59","Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2",151.36,"B","HERG",2003
"CHEMBL1257566",,"477.56","4.94","Cc1ncoc1-c1nnc(SCCCN2CCC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C",1995.26,"B","HERG",2010
"CHEMBL1257808",,"477.56","4.94","Cc1ncoc1-c1nnc(SCCCN2CCC3(c4cccc(C(F)(F)F)c4)CC3C2)n1C",199.53,"B","HERG",2010
"CHEMBL1258381",,"502.48","5","Cc1ncoc1-c1nnc(SCCCN2CCC3(CCCc4ccc(Br)cc43)C2)n1C",1258.93,"B","HERG",2010
"CHEMBL209821","NALUZOTAN","450.65","3.05","CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1",3800,"B","HERG",2009
"CHEMBL53821",,"435.49","3.96","N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CC[C@H](NCc3cncn3C2)C1=O",10499.99,"B","HERG",2009
"CHEMBL524082",,"463.5","3.53","N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CC[C@@H](NC(=O)Cc3cncn3C2)C1=O",9900,"B","HERG",2009
"CHEMBL525368",,"463.54","4.34","CN1CCc2cncn2Cc2ccc(C#N)c(c2)Oc2ccc3cccc(c3c2)N2CC[C@H]1C2=O",4900,"B","HERG",2009
"CHEMBL498101",,"425.49","3.29","N#Cc1ccc2cc1Oc1ccc3c(c1)[C@@H](CC3)N1CC[C@H](NCc3cncn3C2)C1=O",4300,"B","HERG",2009
"CHEMBL485162",,"430.47","1.74","COc1ncccc1C(=O)N1CC[C@H](NCc2cncn2Cc2ccc(C#N)cc2)C1=O",20999.99,"B","HERG",2009
"CHEMBL500945",,"460.56","2.84","CCSc1ncccc1C(=O)N1CC[C@H](NCc2cncn2Cc2ccc(C#N)cc2)C1=O",14000,"B","HERG",2009
"CHEMBL500946",,"479.34","2.49","N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(C(=O)c3cncc(Br)c3)C2=O)cc1",6000,"B","HERG",2009
"CHEMBL100415",,"441.58","4.21","CCCCN(Cc1cncn1Cc1ccc(C#N)cc1)[C@H]1CCN(Cc2ccccc2)C1=O",190,"B","HERG",2009
"CHEMBL327946",,"476.58","4","N#Cc1ccc(Cn2cncc2CN(Cc2cccnc2)[C@H]2CCN(Cc3ccccc3)C2=O)cc1",870,"B","HERG",2009
"CHEMBL1257686",,"477.56","4.94","Cc1ncoc1-c1nnc(SCCCN2CCC3(c4ccc(C(F)(F)F)cc4)CC3C2)n1C",794.33,"B","HERG",2010
"CHEMBL1258605",,"453.61","4.25","COc1ccc2c(c1)C1(CCC2)CCN(CCCSc2nnc(-c3ocnc3C)n2C)C1",6309.57,"B","HERG",2010
"CHEMBL1258834",,"474.1","5.28","Cc1nc(C)c(-c2nnc(SCCCN3CCC4(CCc5ccc(Cl)cc54)C3)n2C)s1",2511.89,"B","HERG",2010
"CHEMBL1081747",,"447.97","4.33","Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3F)C2)n1C",1000,"B","HERG",2010
"CHEMBL1081237",,"524.52","6.4","Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)c(Cl)c5)C4)n3C)cccc2n1",630.96,"B","HERG",2010
"CHEMBL1081966",,"479.53","4.43","Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(OC(F)(F)F)cc3)C2)n1C",251.19,"B","HERG",2010
"CHEMBL1080117",,"490.08","5.75","Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)cc5)C4)n3C)cccc2n1",199.53,"B","HERG",2010
"CHEMBL1084401",,"376.43","4.74","CCC(CC)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1",320,"B","HERG",2010
"CHEMBL1269885",,"543.71","3.08","Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC(c3cccc(F)c3)C3CCN(S(C)(=O)=O)CC3)C[C@H]2C1",15400,"B","HERG",2010
"CHEMBL567916",,"275.74","3.85","CCc1n[nH]c(CC)c1Oc1cc(Cl)cc(C#N)c1",39000,"B","HERG",2009
"CHEMBL1092108",,"479.42","5.22","O=C(NCc1ccccc1)N(c1ccc(Br)cc1)C1CCN(Cc2ccncc2)CC1",2310,"B","HERG",2010
"CHEMBL1092109",,"480.41","4.62","O=C(NCc1ccccc1)N(c1ccc(Br)cc1)C1CCN(Cc2ccnnc2)CC1",13800,"B","HERG",2010
"CHEMBL493053",,"416.9","2.42","CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(F)c2)cc1",1910,"B","HERG",2008
"CHEMBL1097841",,"527.84","7.13","CC1(C)C[C@@H](NC(=O)c2cn[nH]c2)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1",380,"B","HERG",2010
"CHEMBL1092662",,"297.38","3.12","CN(C)CCC1=C(Cc2cccnn2)c2ccc(F)cc2C1",890,"B","HERG",2010
"CHEMBL477567",,"455.59","3.05","Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3)n2)n1C(C)C",5500,"B","HERG",2008
"CHEMBL513139",,"315.24","3.34","CC(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1",40200,"B","HERG",2008
"CHEMBL210537",,"444.6","2.83","CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)c3ccc(C)cc3)CC2)c1",300,"B","HERG",2009
"CHEMBL192","SILDENAFIL","474.59","1.61","CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12",3300,"B","HERG",2009
"CHEMBL525369","(1R,5R)-30-OXO-19-OXA-2,6,10,12-TETRAAZAHEXACYCLO[18.6.2.1^{2,5}.1^{14,18}.0^{8,12}.0^{23,27}]TRIACONTA-8,10,14(29),15,17,20(28),21,23(27)-OCTAENE-17-CARBONITRILE (STRUCTURAL MIX)","439.52","3.68","N#Cc1ccc2cc1Oc1ccc3c(c1)[C@@H](CCC3)N1CC[C@@H](NCc3cncn3C2)C1=O",7000,"B","HERG",2009
"CHEMBL536480",,"474.45","2.9","Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1.Cl.Cl",18.1,"B","HERG",2009
"CHEMBL298475",,"411.44","2.87","CN([C@H]1c2cc(OCCCC(F)(F)F)ccc2OC(C)(C)[C@@H]1O)S(C)(=O)=O",12600,"B","HERG",2004
"CHEMBL1224638",,"356.49","3.47","CC(C)c1ccc(S(=O)(=O)Nc2ccc([C@]34CNC[C@H]3C4)cc2)cc1",1000,"B","HERG",2010
"CHEMBL3634813",,"471.53","6.42","Fc1ccc2c(C3CCN(CCCOc4ccc(-c5nc6ccccc6o5)cc4)CC3)noc2c1",3760,"B","HERG",2015
"CHEMBL3741589",,"366.24","4.09","O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1",77000,"B","HERG",2015
"CHEMBL3617353",,"393.44","4.12","Nc1nc(NC2CCNCC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1",900,"B","HERG",2015
"CHEMBL1257565",,"409.56","3.92","Cc1ncoc1-c1nnc(SCCCN2CCC3(c4ccccc4)CC3C2)n1C",5011.87,"B","HERG",2010
"CHEMBL1257687",,"477.56","4.94","Cc1ncoc1-c1nnc(SCCCN2CCC3CC3(c3cccc(C(F)(F)F)c3)C2)n1C",1995.26,"B","HERG",2010
"CHEMBL1258833",,"488.46","4.61","Cc1ncoc1-c1nnc(SCCCN2CCC3(CCc4ccc(Br)cc43)C2)n1C",794.33,"B","HERG",2010
"CHEMBL1257335",,"409.56","3.97","Cc1ncoc1-c1nnc(SCCCNC2CC3CC3(c3ccccc3)C2)n1C",7943.28,"B","HERG",2010
"CHEMBL453654",,"419.53","4","COc1ccc2nc(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)n(C)c(=O)c2c1",3800,"B","HERG",2011
"CHEMBL561324",,"431.55","3.86","COc1ccc2c(c1)OC(c1ccc(OCCCN3CCCC3)cc1)C(C)S2(=O)=O",1700,"B","HERG",2011
"CHEMBL556100",,"399.51","4.11","CC1=C(c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc2S1(=O)=O",470,"B","HERG",2011
"CHEMBL575483",,"409.56","4.22","COc1ccc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)cn1",1111.11,"B","HERG",2011
"CHEMBL572737",,"404.54","4.08","N#Cc1cncc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)c1",6666.67,"B","HERG",2011
"CHEMBL573493",,"395.54","3.19","Nc1cnc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cn1",40000,"B","HERG",2011
"CHEMBL560140",,"462.64","2.8","C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)N3CCS(=O)(=O)CC3)cc2)cc1",9500,"B","HERG",2011
"CHEMBL552279",,"420.58","5.18","C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)Nc3ccccc3)cc2)cc1",296.7,"B","HERG",2011
"CHEMBL563118",,"398.57","4.21","C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)NC3CCC3)cc2)cc1",750,"B","HERG",2011
"CHEMBL569832",,"372.53","3.68","CCNS(=O)(=O)c1ccc(-c2ccc(CCN3CCC[C@H]3C)cc2)cc1",3382.98,"B","HERG",2011
"CHEMBL478013",,"468.65","3.98","CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)C)CC1",540,"B","HERG",2008
"CHEMBL1819273",,"392.5","3.61","Cc1nn2ccccc2c1CCN(Cc1ccc(/C=C/C(=O)NO)cc1)C(C)C",10030,"B","HERG",2011
"CHEMBL2146806",,"410.95","4.3","CCCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2cnccc2c1=O",50.12,"B","HERG",2012
"CHEMBL76","CHLOROQUINE","319.88","4.81","CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12",2500,"B","HERG",2009
"CHEMBL523374",,"389.46","4.01","CNc1noc2c(-c3ccc4c(N5CCOC[C@@H]5C)nncc4c3)c(C)ccc12",13000,"B","HERG",2008
"CHEMBL1106","EPINASTINE","249.32","2.47","NC1=NCC2c3ccccc3Cc3ccccc3N12",100000,"B","HERG",2008
"CHEMBL2391800",,"504.99","2.9","O=C(c1ccc(F)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2)N1CC[C@H](O)C1",700,"B","HERG",2013
"CHEMBL499961",,"637.8","5.25","CN1CCN(c2ccc3nc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccc(N)nc7)[nH]6)CC5)cc4)nc3n2)CC1",4700,"B","HERG",2008
"CHEMBL499554",,"679.88","5.6","CN(C)CCN1CCN(c2ccc3nc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CC1",6000,"B","HERG",2008
"CHEMBL502393",,"554.66","5.4","Nc1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6cc[nH]c(=O)c6cc5-c5ccccc5)cc4)CC3)[nH]2)cn1",10000,"B","HERG",2008
"CHEMBL2440460",,"620.72","5.86","CS(=O)(=O)O.O=C(O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1",47500,"B","HERG",2013
"CHEMBL2441426",,"446.51","1.57","Cc1cc(CCN2CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC2)cc2c1C(=O)OC2",10000,"B","HERG",2013
"CHEMBL2441440",,"418.5","1.62","O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(CCc2ccc3c(c2)COC3)CC1",2500,"B","HERG",2013
"CHEMBL2441429",,"407.48","1.97","O=[N+]([O-])c1ccc(CCN2CCN(CCc3ccc(-n4cnnn4)cc3)CC2)cc1",11,"B","HERG",2013
"CHEMBL3314420",,"261.73","4.69","CNc1ccc(/C=C/c2c(F)cccc2Cl)cc1",49800,"B","HERG",2014
"CHEMBL3314426",,"260.29","3.6","CN(C)c1ccc(/C=C/c2c(F)cccc2F)cn1",22000,"B","HERG",2014
"CHEMBL590036",,"482.59","1.79","CCCOCCn1c(=O)c(N2CCN(C[C@@H](C)O)CC2)nc2cnc(-c3ccc(OC)nc3)cc21",230,"B","HERG",2010
"CHEMBL590280",,"452.56","2.43","CCCOCCn1c(=O)c(N2CCN(CC)CC2)nc2cnc(-c3ccc(OC)nc3)cc21",320,"B","HERG",2010
"CHEMBL1081957",,"463.53","4.55","Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3)C2)n1C",7943.28,"B","HERG",2010
"CHEMBL1079494",,"460","4.2","COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1Cl",3981.07,"B","HERG",2010
"CHEMBL1079578",,"485.66","5.1","COc1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5nc(C)ccc45)n2C)C3)cc1",2511.89,"B","HERG",2010
"CHEMBL244946",,"537.74","5.63","Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2n1",1995.26,"B","HERG",2010
"CHEMBL1081746",,"493.62","5.33","Cc1nc(C)c(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)s1",1995.26,"B","HERG",2010
"CHEMBL375571",,"313.44","2.92","CC(C)N1CCN(C(=O)N2CC=C(c3ccccc3)CC2)CC1",22258.06,"B","HERG",2011
"CHEMBL454642",,"407.49","4.14","Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2c(F)cccc2c1=O",7900,"B","HERG",2011
"CHEMBL574180",,"393.56","4.52","Cc1ccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cn1",7543.86,"B","HERG",2011
"CHEMBL263101",,"382.51","5.18","Cc1nc2ncccc2cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1",40000,"B","HERG",2011
"CHEMBL1086514",,"409.53","5.08","C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(-n4ccc(=O)cc4)cc3)ccc2c1",20000,"B","HERG",2011
"CHEMBL1085800",,"341.46","4.8","C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(C#N)cc3)ccc2c1",3200,"B","HERG",2011
"CHEMBL1086292",,"419.62","6.42","Cc1nc(-c2cccs2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1",3720,"B","HERG",2011
"CHEMBL1822866",,"365.43","3.7","COC(=O)c1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)on1",16800,"B","HERG",2011
"CHEMBL393581",,"397.53","4.82","Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccccn1",20000,"B","HERG",2011
"CHEMBL2409409",,"451.55","4.52","COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1C1CCN(C(C)C)CC1",11000,"B","HERG",2013
"CHEMBL3582294",,"428.44","4.78","CNC(=O)c1ccc(-c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2)cc1F",93560,"B","HERG",2015
"CHEMBL216228",,"396.88","4.21","Cc1nc(N2CCCC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12",10000,"T","HERG",2007
"CHEMBL274168",,"419.46","3.81","O=C(NC1CCN(Cc2ccc3cc[nH]c3c2)CC1)c1cc(=O)c2ccc(F)cc2o1",2530,"B","HERG",2007
"CHEMBL384400",,"454.06","4.43","CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(Cl)cc3)CC1=O)C2",3300,"B","HERG",2007
"CHEMBL216486",,"517.61","4.84","O=C1CN(CCc2ccc(F)cc2)CCN1[C@H]1CCc2cc(CN3CCC(C(F)(F)F)CC3)ccc2C1",2000,"B","HERG",2007
"CHEMBL385710",,"510.65","1.95","CN(C)C(=O)C(CO)N(C)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(F)cc3)CC1=O)C2",25000,"B","HERG",2007
"CHEMBL3093972",,"347.55","6.11","CCCCCCCN(CC)CC#CC(c1ccccc1)c1ccccc1",182,"A","HERG",2015
"CHEMBL2147306",,"464.42","3.91","COc1ncc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(OCC(F)(F)F)nc2)cn1",12589.25,"B","HERG",2012
"CHEMBL2146755",,"384.44","2.91","O=[N+]([O-])c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1",5,"B","HERG",2012
"CHEMBL1093053",,"449.57","5.5","CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2F)C1",30000,"B","HERG",2010
"CHEMBL2146871",,"375.47","2.63","N#Cc1ccc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)cc1",430,"B","HERG",2012
"CHEMBL2146872",,"392.46","2.3","O=C1OCc2cc(CCN3CCN(CCc4ccc5nonc5c4)CC3)ccc21",280,"B","HERG",2012
"CHEMBL2146874",,"409.92","3.28","N#Cc1ccc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)cc1Cl",120,"B","HERG",2012
"CHEMBL2146879",,"431.54","3.17","N#Cc1ccc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)cc1OC1CC1",470,"B","HERG",2012
"CHEMBL3585953",,"410.42","3.74","Cc1ncc(OC[C@@]2(c3ccccc3F)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1",5900,"B","HERG",2015
"CHEMBL601873",,"545.68","5","CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21",5740,"B","HERG",2010
"CHEMBL2179674",,"443.55","4.76","Cn1cc2c(OCC3CCN(CCc4ccc(C(=O)O)cc4)CC3)nc3ccccc3c2c1",9960,"B","HERG",2012
"CHEMBL2179702",,"458.03","1.61","CC(C)n1nc(C(=O)NCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21.Cl",2630,"B","HERG",2012
"CHEMBL1813472",,"270.2","4.02","Clc1ccc([C@@]23CCCC[C@@H]2CNC3)cc1Cl",3640,"B","HERG",2011
"CHEMBL1813475",,"256.18","3.63","Clc1ccc([C@@]23CCC[C@@H]2CNC3)cc1Cl",5280,"B","HERG",2011
"CHEMBL1813057",,"327.43","2.7","C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)n(C)n2)cc1",13000,"B","HERG",2011
"CHEMBL2204267",,"528.62","3.24","CSc1ncc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)s1",6000,"B","HERG",2012
"CHEMBL3794533",,"475.55","1.83","Cc1nc(-n2cnnn2)ccc1C(C)C(=O)N1CCN(CCc2ccc3c(c2C)COC3=O)CC1",3400,"B","HERG",2016
"CHEMBL1092259",,"313.83","3.63","CN(C)CCC1=C(Cc2cnccn2)c2ccc(Cl)cc2C1",110,"B","HERG",2010
"CHEMBL1809052",,"422.88","3.55","COc1cc(OC2CNC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1",5900,"B","HERG",2011
"CHEMBL1809062",,"479.97","3.31","COc1cc(N2CCN(CCO)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1",3700,"B","HERG",2011
"CHEMBL3927856",,"324.72","3.58","FC(F)Oc1cc(-c2cnn(Cc3cn[nH]c3)c2)ccc1Cl",52600,"B","HERG",2016
"CHEMBL1784515",,"750.36","7.93","Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2cc(S(=O)(=O)NC3CCCC3)c(F)cc2Cl)CC1",30902.95,"B","HERG",2011
"CHEMBL213754",,"324.47","3.66","CCCOc1ccccc1CC(c1ccccc1)N1CCNCC1",5840,"B","HERG",2010
"CHEMBL3806029",,"403.41","2.63","Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3",6400,"B","HERG",2016
"CHEMBL497999",,"457.53","2.85","CS(=O)(=O)c1ccc(OCC2CC2)c(C(=O)N2CCN(c3ccc(C#N)cc3F)CC2)c1",600,"B","HERG",2008
"CHEMBL1615150",,"537.99","7.4","Cc1cc(C(=O)O)ccc1NC(=O)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21",700,"B","HERG",2011
"CHEMBL2069403",,"432.53","2.06","Cc1nn(-c2ccccc2)nc1C(=O)N[C@@H]1COc2cccc(N3CCN(C)CC3)c2C1",7943.28,"B","HERG",2012
"CHEMBL2069409",,"429.4","3.82","O=C(N[C@@H]1COc2cccc(-c3ccncc3)c2C1)c1ccc(OCC(F)(F)F)nc1",6309.57,"B","HERG",2012
"CHEMBL3287218","PF-5190457","512.68","4.62","Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1",6900,"B","HERG",2014
"CHEMBL1809063",,"521.03","3.41","COc1cc(N2CCN(CC(=O)N(C)C)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1",12000,"B","HERG",2011
"CHEMBL551927",,"423.99","5.24","C[C@@]12CC(c3ccccc3)C[C@@H](C1)N(CCN1CCN(c3cccc(Cl)c3)C1=O)C2",63.1,"B","HERG",2009
"CHEMBL562569",,"326.48","3.95","O=C(c1ccccc1C1CCCC1)N(CC1CCC1)[C@H]1CCNC1",2210,"B","HERG",2009
