"Molecule ChEMBL ID","Molecule Name","Molecular Weight","AlogP","Smiles","hERG_IC50_nM","Assay Type","Target Name","Document Year"
"CHEMBL1822444",,"448.57","4.05","CN(C)C1(CNC(=O)N2CCC(c3nc(-c4ccc5ccccc5n4)no3)CC2)CCCC1",38000,"B","HERG",2011
"CHEMBL2017409",,"470.58","4.81","COc1cc(-c2cn(CC(=O)N(c3ccccc3)C3CCCCC3)nn2)ccc1-n1cnc(C)c1",800,"B","HERG",2012
"CHEMBL1729","CISAPRIDE","465.95","3.36","COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC",6.5,"F","HERG",2011
"CHEMBL308954","ETRAVIRINE","435.29","4.72","Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br",398107.17,"F","HERG",2014
"CHEMBL1908360","EVEROLIMUS","958.24","6.2","CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C",794328.23,"F","HERG",2014
"CHEMBL1621","PALIPERIDONE","426.49","3.08","Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O",1258.93,"F","HERG",2014
"CHEMBL254316","RALTEGRAVIR","444.42","0.91","Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1",316227.77,"F","HERG",2014
"CHEMBL1111","AMBRISENTAN","378.43","3.52","COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O",501187.23,"F","HERG",2014
"CHEMBL3425805",,"627.63","2.94","O=C1COc2cc(OC(=O)c3ccccc3)c(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1",30500,"B","HERG",2015
"CHEMBL3425931",,"515.49","3.32","O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3ccc4c(c3)OC(F)(F)O4)(CC1)CO2",28200,"B","HERG",2015
"CHEMBL3787394",,"462.51","2.48","COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(COC6)C5)cc4)C3)o2)cc1",22000,"B","HERG",2016
"CHEMBL3929578",,"475.51","0.86","Cc1c([C@@H]2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)nc4)C[C@H]3CO2)ccc2c1COC2=O",21100,"B","HERG",2016
"CHEMBL2441424",,"450.47","1.4","O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)c(F)cc21",26000,"B","HERG",2013
"CHEMBL2441438",,"432.48","1.26","O=C1OCc2ccc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)cc21",32000,"B","HERG",2013
"CHEMBL2043324",,"596.62","4.7","COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4F)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1",54000,"B","HERG",2012
"CHEMBL2043326",,"592.66","4.87","COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)c(C)c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1",23000,"B","HERG",2012
"CHEMBL2043327",,"526.64","4.94","Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(C3CCCCC3)cc1)C(=O)N2c1cc(O)ncn1",1000,"B","HERG",2012
"CHEMBL2041164",,"584.66","4.62","COc1cc(N2C(=O)N(c3ccc(-c4csc(C(=O)O)c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1",8000,"B","HERG",2012
"CHEMBL2041168",,"600.68","5.25","COc1cc(N2C(=O)N(c3ccc(-c4ccc(-c5ccn[nH]5)cc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1",2000,"B","HERG",2012
"CHEMBL3318942",,"583.21","3.91","CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)c(OCCCOC)n2)C2CC2)C1.Cl",3300,"B","HERG",2014
"CHEMBL3319003",,"427.51","3.64","COc1cnc2ccc(=O)n(CCN3CCC(c4c[nH]c5ccc(C#N)cc45)CC3)c2c1",2000,"B","HERG",2014
"CHEMBL3318986",,"460.44","3.25","O=c1ccc2ncc(F)cc2n1CCN1CCN(c2nc3cc(C(F)(F)F)ccc3[nH]2)CC1",1000,"B","HERG",2014
"CHEMBL3314362",,"395.93","4.4","Cc1cc2c(cc1CN(C)C)CCN(C(=O)c1cc3cc(Cl)ccc3n1C)C2",12900,"B","HERG",2014
"CHEMBL3314352",,"427.35","3.6","CN(C)Cc1ccc2c(c1)CCN(C(=O)c1cc3cc(Br)ncc3n1C)C2",31200,"B","HERG",2014
"CHEMBL3785486",,"384.91","4.56","CCCCNC(=O)C1c2ccccc2C(=O)N1CC(C)c1ccc(Cl)cc1",32000,"B","HERG",2016
"CHEMBL3734774",,"582.58","5.33","O=C(c1ccccn1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2",5000,"B","HERG",2015
"CHEMBL3814424",,"381.83","5.6","CN(C/C=C/c1ccc(C(F)(F)F)cc1)Cc1cccc2ccoc12.Cl",3710,"B","HERG",2016
"CHEMBL2338347",,"467.98","2.86","CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc([C@H](O)CO)cn2)cc1Cl",70000,"B","HERG",2013
"CHEMBL3808957",,"418.46","4.19","CC(C)(C)c1cc(NC(=O)n2ccc3ccc(Oc4ncnc5c4CNC5)cc32)no1",21000,"B","HERG",2016
"CHEMBL4064760",,"486.59","1.88","Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2cnc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O",22700,"B","HERG",2017
"CHEMBL4098260",,"485.61","2.49","Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O",11700,"B","HERG",2017
"CHEMBL2440857",,"461.07","4.47","COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2.Cl",463,"B","HERG",2014
"CHEMBL3127708",,"387.61","3.9","O=C(C1CC12CCN(C1CCCCC1)CC2)N1CCN(C2CCCCC2)CC1",20800,"B","HERG",2014
"CHEMBL4169823",,"519.65","6.18","COc1nc2ccc(/C=N/O)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12",3500,"B","HERG",2017
"CHEMBL3604690",,"507.57","3.62","COc1ccc2ncc(F)c(CCC34CCC(NCc5nc6c(cc5C)OCC(=O)N6)(CC3)CO4)c2n1",1000,"B","HERG",2015
"CHEMBL3604692",,"521.59","3.92","COc1ccc2ncc(F)c(CCC34CCC(NCc5nc6c(c(C)c5C)OCC(=O)N6)(CC3)CO4)c2n1",500,"B","HERG",2015
"CHEMBL3604807",,"501.49","1.88","COc1ccc2ncc(F)c(C[C@H](O)C3CCC(NCc4nc5c(cc4F)OCC(=O)N5)CO3)c2n1",2400,"B","HERG",2015
"CHEMBL3604692",,"521.59","3.92","COc1ccc2ncc(F)c(CCC34CCC(NCc5nc6c(c(C)c5C)OCC(=O)N6)(CC3)CO4)c2n1",4600,"B","HERG",2015
"CHEMBL4068517",,"453.61","3.81","CSc1ccc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2)cn1",4600,"B","HERG",2017
"CHEMBL4086237",,"500.58","1.41","Cc1c([C@@H](O)CN2CCC3(CC2)CC(=O)N(c2cnc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O",16100,"B","HERG",2017
"CHEMBL4074870",,"514.6","1.8","CCS(=O)(=O)c1cnc(N2CC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)CC2=O)cn1",6100,"B","HERG",2017
"CHEMBL4070191",,"484.53","4.14","CN1CCN(c2ccc(NC(=O)c3cc(N(C)Cc4ccc(C(F)(F)F)cc4)ncn3)cc2)CC1",900,"B","HERG",2017
"CHEMBL4169575",,"269.41","3.97","CCc1cc2c(s1)CCN1Cc3ccccc3CC21",10500,"B","HERG",2017
"CHEMBL4074093",,"422.43","6.68","Fc1ccc(CC(c2cccnc2)c2cccnc2)c(-c2cccc(C(F)(F)F)c2)c1",2230,"B","HERG",2017
"CHEMBL4071345",,"451.52","2.62","COc1cc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2=O)ccn1",3800,"B","HERG",2017
"CHEMBL4215476",,"330.43","2.68","Cc1c[nH]c2ncnc(O[C@H]3CC[C@H](N4CCO[C@@H](C)C4)CC3)c12",25118.86,"B","HERG",2018
"CHEMBL4067063",,"427.53","2.67","Cc1c([C@@H](O)CN2CCC3(CC2)CC(=O)N(c2ccns2)C3)ccc2c1COC2=O",8000,"B","HERG",2017
"CHEMBL4071329",,"461.97","3.33","Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2sncc2Cl)C3=O)ccc2c1COC2=O",1500,"B","HERG",2017
"CHEMBL4070542",,"488.49","2.17","Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(=O)n(C(F)F)n2)C3=O)ccc2c1COC2=O",19100,"B","HERG",2017
"CHEMBL440272",,"383.48","5.48","Fc1ccc(C(OC2CC3CCC(C2)N3CC2CC2)c2ccc(F)cc2)cc1",3960,"B","HERG",2017
"CHEMBL2086687",,"436.39","2.53","C[C@@H]1CN(C(=O)OCC(F)(F)F)CCN1c1ncc(OCc2ccncc2C#N)cn1",12000,"B","HERG",2013
"CHEMBL3305005",,"493.54","3.31","COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",2000,"B","HERG",2015
"CHEMBL3305005",,"493.54","3.31","COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",600,"B","HERG",2015
"CHEMBL3604691",,"507.57","3.62","COc1ccc2ncc(F)c(CCC34CCC(NCc5cc(C)c6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",2000,"B","HERG",2015
"CHEMBL4078859",,"395.42","2.38","COc1ccc(Cn2ccc3nc(N)nc(NCc4cc(C)on4)c32)nc1OC",700,"B","HERG",2017
"CHEMBL3917530",,"457.5","3.49","C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(C(F)(F)F)cn3)cs2)CO1",11700,"B","HERG",2018
"CHEMBL3931791",,"456.33","3.79","CN(CCC1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)C(=O)c1c[nH]c(=O)o1",7300,"B","HERG",2018
"CHEMBL4203660",,"421.98","4.93","COc1ccc(CCN2CCC(CCc3ccccc3OCCF)CC2)cc1.Cl",350,"B","HERG",2017
"CHEMBL4069631",,"440.54","2.58","CN(C)c1ccc(C(=O)N(CCCCCC(=O)NO)CC(=O)NCc2ccccc2)cc1",279898.13,"B","HERG",2017
"CHEMBL3928846",,"475.51","0.86","Cc1c([C@H]2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)nc4)C[C@@H]3CO2)ccc2c1COC2=O",53400,"B","HERG",2016
"CHEMBL3911740",,"462.49","1.2","Cc1c([C@@H]2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)nc4)C[C@H]3CO2)ccc(F)c1C#N",10000,"B","HERG",2016
"CHEMBL3942711",,"475.51","0.6","O=C1OCCc2cc([C@H]3CN4CCN(C(=O)Cc5ccc(-n6cnnn6)nc5)C[C@@H]4CO3)ccc21",41500,"B","HERG",2016
"CHEMBL3900985",,"463.48","0.6","Cc1c([C@H]2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)nn4)C[C@H]3CO2)ccc(F)c1C#N",33700,"B","HERG",2016
"CHEMBL4229220",,"432.37","2.05","N#Cc1cnccc1COc1cnc(N2CCN(c3nnc(C(F)(F)F)o3)CC2)nc1",19952.62,"B","HERG",2018
"CHEMBL4224878",,"432.37","2.05","N#Cc1cnccc1COc1cnc(N2CCN(c3noc(C(F)(F)F)n3)CC2)nc1",6309.57,"B","HERG",2018
"CHEMBL4227218",,"560.56","7.8","COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccsc12",12000,"B","HERG",2018
"CHEMBL4229114",,"508.59","6.58","COc1cc2ccc(C#N)cc2cc1[C@@H](c1cccc(F)c1)[C@@](O)(CCN(C)C)c1cccc2ccoc12",600,"B","HERG",2018
"CHEMBL33","LEVOFLOXACIN","361.37","1.54","C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23",2100000,"B","HERG",2013
"CHEMBL3314424",,"276.74","4.11","CN(C)c1ccc(/C=C/c2c(F)cccc2Cl)nc1",20700,"B","HERG",2014
"CHEMBL5076674",,"457.29","4.87","F[C@@H]1CNCC[C@H]1c1cc2nc(Nc3cnn([C@@H]4CC4(F)F)c3Cl)ncc2cc1Cl",570,"T","HERG",2022
"CHEMBL4467868",,"464.53","3.63","COc1ncc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C)CC5)c4)c3c2)cc1C#N",11000,"B","HERG",2016
"CHEMBL3605128",,"567.62","2.28","O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCC(CO)CO)nc56)(CC3)OC4)nc2N1",10500,"B","HERG",2015
"CHEMBL3605137",,"562.65","3.42","NCC1(COc2ccc3ncc(F)c(CCC45CCC(NCc6ccc7c(n6)NC(=O)CO7)(CC4)CO5)c3n2)CC1",7600,"B","HERG",2015
"CHEMBL3605117",,"593.66","4.02","CCOC(=O)CCCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",1000,"B","HERG",2015
"CHEMBL3650831",,"414.47","2.7","NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC(Cc1ccccc1)C21COC1",7730,"B","HERG",2015
"CHEMBL4544141",,"460.49","1.16","O=C1OCc2cc(C3CN4CCN(C(=O)Cc5ccc(-n6cnnn6)cc5)CC4CO3)ccc21",21100,"B","HERG",2019
"CHEMBL4471705",,"454.46","4.27","FC(F)(F)c1cccc(Nc2cc3[nH]c(Nc4ccc(N5CCNCC5)cn4)nc3cn2)c1",30000,"B","HERG",2018
"CHEMBL4849321",,"278.74","3.27","CN(C)c1ccc(/N=N/c2ccccn2)c(O)c1.Cl",220,"B","HERG",2021
"CHEMBL4846230",,"264.26","3.27","CN(C)c1ccc(/N=N/c2ccccn2)c([O-])c1.[Na+]",110,"B","HERG",2021
"CHEMBL4163616",,"416.37","5.12","O[C@H]1CNCCC[C@@H]1n1c2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc21",1180,"B","HERG",2017
"CHEMBL3186509",,"478.33","3.96","O=C(CCN1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)c1ccc2[nH]c(=O)oc2c1",480,"B","HERG",2017
"CHEMBL4740960",,"361.37","3.65","Cc1cc(NC2CCc3cc(F)ccc3C2)n2nc(C(C)(F)F)nc2n1",700,"B","HERG",2016
"CHEMBL3952064",,"455.51","3.07","C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1",9900,"B","HERG",2019
"CHEMBL4291213",,"436.56","3.27","CN(c1ccc(-c2ccc(-n3cc(CO)cn3)cc2O)nn1)C1CC(C)(C)NC(C)(C)C1",16000,"B","HERG",2018
"CHEMBL4794306",,"508.38","3.7","COc1ccc2ncc(F)c(CC[C@@]3(O)CO[C@@H]4[C@@H](NCc5ccc(Cl)c(Cl)c5)CO[C@@H]43)c2n1",6100,"B","HERG",2020
"CHEMBL74656","REL-CISAPRIDE","465.95","3.36","COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC",70,"B","HERG",2019
"CHEMBL4483071",,"482.95","3.33","CN1CCOc2c1cnn1c(-c3ccc4ccc(Cl)c(NCC5(F)CCNCC5)c4n3)nnc21",2100,"B","HERG",2019
"CHEMBL4876457",,"428.42","3.9","Cc1c(C2(c3ccc(C(F)(F)F)c(C#N)c3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1",20400,"B","HERG",2021
"CHEMBL4752511",,"521.58","1.83","COCCOc1cc(NC(=O)N2CCCc3cc(CN4CC[C@@H](N(C)C)C4=O)c(C=O)nc32)ncc1C#N",8500,"B","HERG",2020
"CHEMBL4288439",,"393.49","3.72","CC1(C)CC(Oc2ccc(-c3ccc(-n4cccn4)cc3O)nn2)CC(C)(C)N1",230,"B","HERG",2018
"CHEMBL5079796",,"545.37","5.32","FC1CN(C2COCC2F)CCC1c1cc2nc(Nc3cnn(C4CC4(F)F)c3Cl)ncc2cc1Cl",8600,"T","HERG",2022
"CHEMBL5082563",,"477.37","4.74","FC1CN(C2COC2)CCC1c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl",14000,"T","HERG",2022
"CHEMBL5083458",,"421.59","2.64","c1cnc2c(c1)CN[C@@H](CN(CCCCNC1COC1)[C@H]1CCCc3cccnc31)C2",11000,"T","HERG",2022
"CHEMBL3969113",,"423.34","4.97","O=C(NC1CC(F)(F)C1)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1",30000,"T","HERG",2022
"CHEMBL4647249",,"328.39","3.07","NC(=O)[C@H]1CCC[C@@H](c2ccc(OCc3cccc(F)c3)cc2)N1",3162.28,"B","HERG",2020
"CHEMBL4646446",,"344.39","2.69","COc1cc([C@H]2CC[C@@H](C(N)=O)N2)ccc1OCc1ccccc1F",3981.07,"B","HERG",2020
"CHEMBL4632663",,"296.37","2.54","NC(=O)[C@@H]1CC[C@H](c2cccc(OCc3ccccc3)c2)N1",25118.86,"B","HERG",2020
"CHEMBL3935612",,"352.37","2.61","O=C(c1ccc2cc(Oc3ccc(F)cn3)ccc2n1)N1CCNCC1",17000,"T","HERG",2022
"CHEMBL3978935",,"526.55","4.19","C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21",1400,"T","HERG",2022
"CHEMBL3936443",,"552.12","3.46","COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CCC[C@H](N1CCN(C)CC1)C2",9100,"B","HERG",2016
"CHEMBL3972873",,"456.59","3.69","NCCCCN(Cc1nccc2c3ccccc3n(CC(N)=O)c12)[C@H]1CCCc2cccnc21",1800,"B","HERG",2016
"CHEMBL5197259",,"485.59","3.53","Cc1ccnc(NC(=O)c2ccsc2NC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)n1",1700,"T","HERG",2022
"CHEMBL5185220",,"451.53","2.67","COC(=O)NC(=O)c1ccsc1NC(=O)c1ccc(S(=O)(=O)N2CCCCC2)cc1",3300,"T","HERG",2022
"CHEMBL4634921",,"482.51","5.56","COc1cc(/C=C2\CCCN3C2=NO[C@H](c2cc(F)c(F)c(F)c2)[C@@H]3C)ccc1-n1cnc(C)c1",1607,"B","HERG",2020
"CHEMBL4466010",,"500.6","2.75","COc1cc(C(=O)N2C[C@@H](n3cc(C4CC4)nn3)C[C@H]2C(=O)N[C@@H]2C[C@H]2c2ccccc2)ccc1CN",22000,"B","HERG",2016
"CHEMBL5193608",,"532.55","3.5","CCOc1ncc(-c2nc(C(F)(F)F)sc2N2CCN(C(=O)Cn3ncc4cccnc43)[C@H](C)C2)cn1",15000,"T","HERG",2022
"CHEMBL4476828",,"468.52","3.72","Cc1nc2cc(Nc3cc(NC4CCN(c5ccc(C#N)cn5)CC4)c(C(N)=O)cn3)ccc2o1",6600,"B","HERG",2016
"CHEMBL5207654",,"466.57","3.32","C[C@H](F)Cn1ccc2nc(Nc3cnn(C4CC5(C4)CN(C)C5)c3)nc(NC3(C)CC3)c2c1=O",4200,"T","HERG",2022
"CHEMBL5192057",,"388.44","4.67","O=C(Nc1ccc(F)cc1)C1(c2ccc(-c3ccc(C4CC4)nc3)cc2)COC1",13450000,"T","HERG",2022
"CHEMBL5194555",,"582.7","4.53","COc1cc(Nc2ncc(CCc3c(F)c(OC)cc(OC)c3F)cn2)ccc1N1CCN(C2CCN(C)CC2)CC1",4500,"T","HERG",2022
"CHEMBL4781791",,"491.86","3.84","COC(=O)N(C)c1c(N)nc(-n2nc(Cc3c(F)ccc(F)c3F)c3cc(Cl)ccc32)nc1N",3900,"B","HERG",2020
"CHEMBL4761962",,"436.88","4.01","CC1(C)C(=O)Nc2nc(-n3nc(Cc4ccccc4F)c4cc(Cl)ccc43)nc(N)c21",1500,"B","HERG",2020
"CHEMBL5195940",,"413.59","5.94","CC(c1ccc(N2C[C@@H]3C[C@H]2CN3C)cc1)c1ccc2c(c1)Nc1ccccc1S2",1980,"T","HERG",2022
"CHEMBL5218926",,"527.71","5.96","CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc(-c3ccncc3)cc2)[nH]1",6000,"T","HERG",2021
"CHEMBL5220408",,"534.68","6.16","CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3ccc(C)nc3cc2F)o1",30000,"T","HERG",2021
"CHEMBL3703220",,"415.29","3.01","NC1=NC2(CO1)c1cc(Br)ccc1OC(Cc1ccccc1)C21COC1",7930,"B","HERG",2016
"CHEMBL3650848",,"412.88","3.48","CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]2(COC(N)=N2)C12CC2",3250,"B","HERG",2016
"CHEMBL3972449",,"469.54","3.38","Cc1cc(OC(F)F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1",9600,"B","HERG",2016
"CHEMBL5220720",,"567.74","5.63","CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(-n4cccn4)ccc3c2)[nH]1",1200,"T","HERG",2021
"CHEMBL5190339",,"365.41","2.48","COc1cc(F)ccc1-c1cnc2sc(N3CC[C@@H](N)[C@@H](F)C3)nn12",8800,"T","HERG",2022
"CHEMBL5178777",,"363.42","1.51","COc1cc(F)ccc1-c1cnc2sc(N3CCC(O)(CN)C3)nn12",17800,"T","HERG",2022
"CHEMBL5178153",,"436.49","4.34","Cc1onc(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)N1CCCC1)C2",10000,"T","HERG",2022
"CHEMBL3740963",,"411.25","4.09","O=C(COc1ccc(C(=O)c2ccccc2Br)cc1)Nc1cccnc1",35.6,"B","HERG",2021
"CHEMBL4098840",,"396.47","2.95","CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(F)nc4)cc23)CC[C@]1(C)N",35000,"B","HERG",2017
"CHEMBL4204414",,"567.5","5.58","COc1nc2ccc(Br)cc2cc1[C@@H](c1ccc(N(C)C)nc1)[C@@](O)(CCN(C)C)c1cccc(F)c1",890,"B","HERG",2017
"CHEMBL4218132",,"584.49","5.53","COc1cc([C@H](c2cc3cc(Br)ccc3nc2OC)[C@@](O)(CCN(C)C)c2cccc(F)c2)cnc1OC",1900,"B","HERG",2017
"CHEMBL4857416",,"396.4","3.27","CN(C)c1ccc(/N=N/c2ccccn2)c(O)c1.O=C(O)c1cc(O)ccc1O",240,"B","HERG",2021
"CHEMBL4777155",,"469.47","1.97","COc1ccc2ncc(F)c(CC[C@H]3OC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CO3)c2n1",1400,"B","HERG",2020
"CHEMBL4745615",,"521.58","1.83","COCCOc1cc(NC(=O)N2CCCc3cc(CN4CC[C@H](N(C)C)C4=O)c(C=O)nc32)ncc1C#N",18000,"B","HERG",2020
"CHEMBL1614712",,"439.56","4.92","Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1",130,"B","HERG",2016
"CHEMBL3787636",,"516.65","3.64","CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cccc(OCC56CCC(CC5)O6)c4)c4c(N)ncnc43)C2)CC1",15000,"B","HERG",2016
"CHEMBL4746135",,"422.85","5.29","Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(Cl)c4F)n2CCO3)ccn1",2410,"B","HERG",2016
"CHEMBL4577549",,"459.57","2.67","CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)C(C)(C)S(=O)(=O)C3)cc1",48000,"B","HERG",2016
"CHEMBL4798032",,"427.43","3.46","Nc1ncc(-c2ccc(C(=O)N3CCNCC3)cc2)nc1-c1ccc(C(F)(F)F)cc1",10100,"T","HERG",2021
"CHEMBL4751262",,"421.44","2.89","COC(=O)N(C)c1c(N)nc(-c2nc(Cc3ccccc3F)n3ccccc23)nc1N",400,"B","HERG",2020
"CHEMBL4778917",,"370.84","3.23","CCCc1nn(-c2nc(N)c3c(n2)NC(=O)C3(C)C)c2ccc(Cl)cc12",9600,"B","HERG",2020
"CHEMBL3913540",,"418.48","3.24","C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1",1200,"B","HERG",2016
"CHEMBL3904539",,"435.47","0.9","N[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C[C@H](N)[C@H]1O",11500,"B","HERG",2016
"CHEMBL3919018",,"498.62","4.05","C[C@@H]1CN(c2sc(C3CC3)nc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21",380,"T","HERG",2022
"CHEMBL3775771",,"457.55","3.24","Cn1c(SCCCN2CC3CCN(c4c(F)cccc4F)C3C2)nnc1-c1cnccn1",2511.89,"B","HERG",2016
"CHEMBL4745489",,"421.85","6.07","C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(OC(F)(F)F)cc32)CCN1C",1900,"B","HERG",2020
"CHEMBL4646247",,"446.93","4.03","Nc1nc(N2CCC(N(CCc3ccc(Cl)cc3)Cc3cc(F)ccc3F)CC2)n[nH]1",3400,"B","HERG",2020
"CHEMBL4637250",,"446.39","3.8","Nc1nc(N2CCC(N(CCc3ccc(Cl)cc3)Cc3ccncc3Cl)CC2)n[nH]1",6400,"B","HERG",2020
"CHEMBL3927250",,"514.62","3.28","C[C@@H]1CN(c2sc(C3COC3)nc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21",4400,"T","HERG",2022
"CHEMBL3775810",,"489.57","3.98","Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccncn1",100,"B","HERG",2016
"CHEMBL3775572",,"489.57","3.98","Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1cncnc1",158.49,"B","HERG",2016
"CHEMBL4848094",,"433.5","4.91","CC[C@@H](NC(=O)c1ccc(OC)nc1)[C@H]1CC[C@@H](c2ccnc(OC)c2C(F)F)CC1",17400,"B","HERG",2021
"CHEMBL4643105",,"464.52","5.42","COc1cc(/C=C2\CCCN3C2=NO[C@H](c2cc(F)cc(F)c2)[C@@H]3C)ccc1-n1cnc(C)c1",2007,"B","HERG",2020
